"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.875973501E0,-4.572302103E-2,-1.103448868E-2,1.534881592E-1
1.880973501E0,-5.651044846E-2,-9.597301483E-3,1.182761192E-1
1.885973501E0,-4.530957341E-2,-1.908349991E-2,5.685949326E-2
1.890973501E0,-3.853040934E-2,4.529953003E-5,3.737974167E-2
1.895973501E0,4.352927208E-4,2.371311188E-3,4.184198380E-2
1.900973501E0,6.579726934E-3,9.010791779E-3,7.569503784E-2
1.905973501E0,-8.747488260E-3,2.571535110E-2,7.534646988E-2
1.910973501E0,1.667457819E-2,4.201698303E-2,5.100440979E-2
1.915973501E0,5.799531937E-4,5.791187286E-2,1.447677612E-2
1.920973501E0,-1.127508283E-2,6.747627258E-2,8.008003235E-3
1.925973501E0,-2.106004953E-2,7.078456879E-2,8.085727692E-3
1.930973501E0,-2.430015802E-2,7.019567490E-2,2.615404129E-2
1.935973501E0,-3.718611598E-2,7.255315781E-2,1.355981827E-2
1.940973501E0,-4.022160172E-2,5.156326294E-2,1.004219055E-3
1.945973501E0,-2.231130004E-2,4.901409149E-2,-5.253791809E-2
1.950973501E0,-3.412446380E-2,2.931165695E-2,-1.018695831E-1
1.955973501E0,-9.609648585E-2,2.348566055E-2,-1.385097504E-1
1.960973501E0,-1.356481612E-1,3.474950790E-2,-1.398344040E-1
1.965973501E0,-1.442526281E-1,3.252029419E-2,-1.129903793E-1
1.970973501E0,-1.191101372E-1,3.050613403E-2,-6.812047958E-2
1.975973501E0,-8.059188724E-2,1.552009583E-2,-5.357789993E-2
1.980973501E0,-6.084474921E-2,3.316402435E-3,-6.729030609E-2
1.985973501E0,-2.420133352E-2,-1.349544525E-2,-1.025857925E-1
1.990973501E0,1.385757327E-2,-3.557491302E-2,-6.800413132E-2
1.995973501E0,7.261207700E-2,-2.900695801E-2,-5.225038528E-2
2.000973501E0,1.289519817E-1,-3.050041199E-2,-4.993724823E-2
2.005973501E0,1.443298906E-1,-2.906751633E-2,-8.348989487E-2
2.010973501E0,1.574787498E-1,-4.361009598E-2,-1.263103485E-1
2.015973501E0,1.661380082E-1,-3.559207916E-2,-1.550703049E-1
2.020973501E0,1.466438025E-1,-8.148193359E-3,-1.877450943E-1
2.025973501E0,1.198591739E-1,1.103687286E-2,-1.886692047E-1
2.030973501E0,7.510609925E-2,3.629302979E-2,-2.060160637E-1
2.035973501E0,1.965790987E-2,5.108165741E-2,-1.999850273E-1
2.040973501E0,-3.650867939E-2,6.273603439E-2,-1.537370682E-1
2.045973501E0,-9.185624123E-2,7.622337341E-2,-1.064524651E-1
2.050973501E0,-1.408141851E-1,8.905506134E-2,-2.457904816E-2
2.055973501E0,-1.907173693E-1,1.258015633E-1,6.661844254E-2
2.060973501E0,-1.863645315E-1,1.234130859E-1,1.479926109E-1
2.065973501E0,-1.700424254E-1,1.251363754E-1,1.896800995E-1
2.070973501E0,-1.419453025E-1,1.011524200E-1,1.793456078E-1
2.075973501E0,-9.131661057E-2,7.115364075E-2,1.510028839E-1
2.080973501E0,-7.961854339E-2,6.974172592E-2,1.610627174E-1
2.085973501E0,-7.581979036E-3,6.167364120E-2,1.875486374E-1
2.090973501E0,2.968353033E-2,5.775308609E-2,1.600861549E-1
2.095973501E0,6.934610009E-2,3.623914719E-2,1.129264832E-1
2.100973501E0,9.543414414E-2,2.373504639E-2,4.641914368E-2
2.105973501E0,9.984765947E-2,2.070426941E-3,-1.644039154E-2
2.110973501E0,7.090409100E-2,6.083488464E-3,-4.908847809E-2
2.115973501E0,3.959241509E-2,1.921129227E-2,-8.974075317E-3
2.120973501E0,5.424669385E-2,3.258991241E-2,2.891540527E-2
2.125973501E0,3.961747885E-2,5.745601654E-2,6.010627747E-2
2.130973501E0,2.358555794E-2,5.996847153E-2,7.496261597E-2
2.135973501E0,-2.353686094E-2,6.449222565E-2,1.157975197E-1
2.140973501E0,-4.720684886E-2,5.663061142E-2,1.610546112E-1
2.145973501E0,-4.107809067E-2,8.711767197E-2,1.736264229E-1
2.150973501E0,-3.055676818E-2,7.197284698E-2,1.817898750E-1
2.155973501E0,5.414038897E-3,4.443740845E-2,1.708312035E-1
2.160973501E0,3.063336015E-2,2.081298828E-2,1.334199905E-1
2.165973501E0,4.548755288E-2,7.807731628E-3,1.054687500E-1
2.170973501E0,4.717217386E-2,7.478237152E-3,5.281639099E-2
2.175973501E0,2.588039637E-2,-5.245208740E-5,2.712297440E-2
2.180973501E0,-1.171427965E-2,-3.016710281E-2,2.427768707E-2
2.185973501E0,2.200335264E-3,-2.445125580E-2,-8.843421936E-3
2.190973501E0,1.228937507E-2,-1.033687592E-2,7.945537567E-3
2.195973501E0,1.208397746E-2,-1.906585693E-2,-6.927967072E-3
2.200973501E0,-5.559682846E-3,-4.305648804E-2,-9.189128876E-3
2.205973501E0,-1.016139984E-3,-4.507017136E-2,-6.787300110E-3
2.210973501E0,4.986912012E-3,-4.626417160E-2,-2.292203903E-2
2.215973501E0,1.317715645E-2,-3.425741196E-2,-3.614568710E-2
2.220973501E0,4.166187346E-2,-2.202129364E-2,-7.579183578E-2
2.225973501E0,6.072588265E-2,-2.490997314E-3,-9.450387955E-2
2.230973501E0,9.607683122E-2,3.263950348E-3,-1.026411057E-1
2.235973501E0,1.160797626E-1,2.149581909E-3,-1.046404839E-1
2.240973501E0,1.362651885E-1,-1.435661316E-2,-8.477258682E-2
2.245973501E0,1.194980443E-1,-2.070140839E-2,-6.269264221E-2
2.250973501E0,8.567444980E-2,-6.794929504E-3,-5.401277542E-2
2.255973501E0,1.799449325E-2,2.475166321E-2,-1.353645325E-2
2.260973501E0,-3.116878867E-2,4.257392883E-2,2.099418640E-2
2.265973501E0,-6.419533491E-2,3.730916977E-2,5.177068710E-2
2.270973501E0,-5.165272951E-2,1.846075058E-2,5.164623260E-2
2.275973501E0,-5.298945308E-2,3.077030182E-3,3.608131409E-2
2.280973501E0,-4.808920622E-2,-2.306175232E-2,9.924411774E-3
2.285973501E0,-5.976703763E-2,-1.410770416E-2,-2.228450775E-2
2.290973501E0,-3.255355358E-2,-8.259296417E-3,-9.430885315E-3
2.295973501E0,-2.268627286E-2,-6.452083588E-3,3.189754486E-2
2.300973501E0,1.543340087E-2,-9.975433350E-3,4.171133041E-2
2.305973501E0,2.238535881E-2,-1.013040543E-2,1.726627350E-2
2.310973501E0,3.491713107E-2,-8.292198181E-4,-2.919578552E-2
2.315973501E0,3.993345797E-2,-3.921031952E-3,-3.310298920E-2
2.320973501E0,6.138478220E-2,3.428220749E-2,5.449771881E-3
2.325973501E0,8.357961476E-2,4.896879196E-2,2.898406982E-2
2.330973501E0,7.957983017E-2,4.984903336E-2,3.591585159E-2
2.335973501E0,6.364901364E-2,6.282234192E-2,5.510520935E-2
2.340973501E0,7.257457078E-2,5.776739120E-2,6.426239014E-2
2.345973501E0,7.837554812E-2,4.201889038E-2,7.478570938E-2
2.350973501E0,8.472158015E-2,1.793766022E-2,7.842683792E-2
2.355973501E0,7.873341441E-2,1.076030731E-2,9.580516815E-2
2.360973501E0,5.805164576E-2,5.078315735E-4,8.517313004E-2
2.365973501E0,7.349848747E-4,-8.173942566E-3,8.696603775E-2
2.370973501E0,-9.020204842E-2,-6.217956543E-3,1.100249290E-1
2.375973501E0,-1.511105895E-1,2.001714706E-2,1.550989151E-1
2.380973501E0,-1.730570942E-1,4.393815994E-2,1.696381569E-1
2.385973501E0,-1.951609105E-1,3.861665726E-2,1.331505775E-1
2.390973501E0,-1.828807145E-1,3.185653687E-2,1.454148293E-1
2.395973501E0,-1.638073027E-1,1.302099228E-2,1.107916832E-1
2.400973501E0,-9.642106295E-2,2.534866333E-3,1.072549820E-1
2.405973501E0,-2.999353409E-2,-2.647733688E-2,1.178541183E-1
2.410973501E0,1.461207867E-2,-3.675699234E-2,8.528566360E-2
2.415973501E0,3.474684060E-2,-5.257701874E-2,3.253984451E-2
2.420973501E0,7.404327393E-3,-6.207847595E-2,2.870321274E-2
2.425973501E0,3.034143150E-2,-4.678916931E-2,-4.159927368E-3
2.430973501E0,4.723602533E-2,-7.968902588E-2,-5.183839798E-2
2.435973501E0,3.135223687E-2,-8.729457855E-2,-6.901454926E-2
2.440973501E0,4.157513380E-2,-6.475925446E-2,-1.136770248E-1
2.445973501E0,3.042955697E-2,-4.250144958E-2,-1.510224342E-1
2.450973501E0,2.867650986E-2,-1.411151886E-2,-1.538949013E-1
2.455973501E0,6.553564966E-2,-4.206562042E-2,-1.650123596E-1
2.460973501E0,4.145988822E-2,-2.248477936E-2,-1.864171028E-1
2.465973501E0,-2.076923847E-3,-3.951025009E-2,-1.777715683E-1
2.470973501E0,-3.765222430E-2,-1.890897751E-2,-1.492700577E-1
2.475973501E0,-2.515965700E-2,3.305912018E-3,-9.108495712E-2
2.480973501E0,7.554337382E-3,1.327705383E-2,-3.766441345E-2
2.485973501E0,1.110014319E-2,-9.530067444E-3,-5.340576172E-3
2.490973501E0,1.379260421E-2,-2.675151825E-2,1.637983322E-2
2.495973501E0,3.779377043E-2,-2.954578400E-2,3.722238541E-2
2.500973501E0,5.238971114E-2,-2.148246765E-2,9.210109711E-2
2.505973501E0,6.264403462E-2,-1.613187790E-2,1.267194748E-1
2.510973501E0,8.355157077E-2,-1.805543900E-2,1.338372231E-1
2.515973501E0,7.708419114E-2,-3.904724121E-2,1.059546471E-1
2.520973501E0,6.962783635E-2,-5.001163483E-2,6.455087662E-2
2.525973501E0,6.827163696E-2,-3.461313248E-2,3.660583496E-2
2.530973501E0,6.338791549E-2,-6.620883942E-3,1.823759079E-2
2.535973501E0,3.404429555E-2,-3.271579742E-3,-3.109693527E-2
2.540973501E0,-3.243178129E-3,2.172517776E-2,-6.613779068E-2
2.545973501E0,-2.160865068E-2,5.655765533E-2,-1.007814407E-1
2.550973501E0,-1.014293730E-2,7.185077667E-2,-1.413512230E-1
2.555973501E0,-1.864284277E-3,6.499195099E-2,-1.789712906E-1
2.560973501E0,4.286319017E-4,3.047657013E-2,-1.784448624E-1
2.565973501E0,-2.427855134E-2,3.152656555E-2,-1.488609314E-1
2.570973501E0,-1.781366765E-2,3.191900253E-2,-8.256340027E-2
2.575973501E0,-4.234567285E-3,2.413892746E-2,-3.406667709E-2
2.580973501E0,7.496044040E-3,1.639842987E-2,6.494522095E-4
2.585973501E0,1.449435949E-3,2.738475800E-3,1.750373840E-2
2.590973501E0,-1.528620720E-2,1.053380966E-2,5.105352402E-2
2.595973501E0,1.243659854E-2,1.450920105E-2,5.455827713E-2
2.600973501E0,2.938506007E-2,-5.080223083E-3,8.636856079E-2
2.605973501E0,4.319067299E-2,-2.244281769E-2,9.542846680E-2
2.610973501E0,3.099930286E-2,-4.071807861E-2,1.073074341E-1
2.615973501E0,4.044185579E-2,-5.289649963E-2,1.399502754E-1
2.620973501E0,6.692569703E-2,-4.695320129E-2,1.565008163E-1
2.625973501E0,7.914589345E-2,-3.581523895E-2,1.329574585E-1
2.630973501E0,8.109407872E-2,-3.319263458E-2,8.500766754E-2
2.635973501E0,6.415188313E-2,-3.979682922E-2,1.238012314E-2
2.640973501E0,5.158264935E-2,-2.221441269E-2,-4.898738861E-2
2.645973501E0,2.890208364E-2,-5.672931671E-3,-7.537174225E-2
2.650973501E0,1.145152748E-2,9.223937988E-3,-9.464883804E-2
2.655973501E0,5.620032549E-3,2.873992920E-2,-6.540870667E-2
2.660973501E0,1.384854317E-2,4.029130936E-2,-8.021879196E-2
2.665973501E0,8.426383138E-3,3.142833710E-2,-9.440755844E-2
2.670973501E0,5.988284945E-3,1.944637299E-2,-1.113042831E-1
2.675973501E0,1.926273108E-3,-3.016471863E-3,-9.158134460E-2
2.680973501E0,-7.719278336E-3,-2.493381500E-3,-6.044435501E-2
2.685973501E0,-3.559227288E-2,7.724761963E-3,-2.448415756E-2
2.690973501E0,-6.409300864E-2,3.160476685E-3,2.944183350E-2
2.695973501E0,-9.312257171E-2,-5.030632019E-4,8.997964859E-2
2.700973501E0,-7.310767472E-2,1.050281525E-2,1.686100960E-1
2.705973501E0,-6.393289566E-2,-1.912069321E-2,2.088842392E-1
2.710973501E0,-5.380718410E-2,-6.650447845E-2,2.220501900E-1
2.715973501E0,-1.904700696E-2,-7.988166809E-2,2.045621872E-1
2.720973501E0,1.792220771E-2,-8.715152740E-2,1.529016495E-1
2.725973501E0,6.323321909E-2,-6.619310379E-2,1.328253746E-1
2.730973501E0,1.176188067E-1,-4.613161087E-2,8.992624283E-2
2.735973501E0,1.299193054E-1,-4.402923584E-2,5.433893204E-2
2.740973501E0,1.317629218E-1,-3.160524368E-2,3.958797455E-2
2.745973501E0,1.197188720E-1,-1.320838928E-2,-3.139972687E-3
2.750973501E0,1.030017138E-1,7.852554321E-3,-5.365562439E-2
2.755973501E0,7.895667106E-2,2.470541000E-2,-1.055226326E-1
2.760973501E0,3.692325950E-2,3.527259827E-2,-1.537365913E-1
2.765973501E0,4.247218370E-3,3.426551819E-2,-1.713571548E-1
2.770973501E0,1.667511463E-2,3.463792801E-2,-1.747422218E-1
2.775973501E0,2.104963362E-2,3.319263458E-2,-1.987566948E-1
2.780973501E0,5.027011037E-3,2.182054520E-2,-2.077031136E-1
2.785973501E0,-2.460670471E-2,1.774549484E-2,-1.951646805E-1
2.790973501E0,-8.281973004E-2,9.669780731E-3,-1.497941017E-1
2.795973501E0,-1.421622634E-1,3.323364258E-2,-1.136670113E-1
2.800973501E0,-1.787291914E-1,5.703163147E-2,-6.195354462E-2
2.805973501E0,-1.470160484E-1,5.742406845E-2,2.484321594E-4
2.810973501E0,-9.904366732E-2,3.806447983E-2,3.424549103E-2
2.815973501E0,-4.734724760E-2,-1.629257202E-2,2.720737457E-2
2.820973501E0,1.417908072E-2,-5.742406845E-2,-2.585554123E-2
2.825973501E0,7.150963694E-2,-8.467006683E-2,-7.547426224E-2
2.830973501E0,1.168960929E-1,-9.967231750E-2,-1.117420197E-1
2.835973501E0,1.009795815E-1,-1.008267403E-1,-1.072759628E-1
2.840973501E0,1.119725853E-1,-1.021299362E-1,-1.178112030E-1
2.845973501E0,1.045736969E-1,-9.187126160E-2,-8.566808701E-2
2.850973501E0,6.354440749E-2,-9.105825424E-2,-8.740568161E-2
2.855973501E0,1.887337863E-2,-7.067537308E-2,-8.648490906E-2
2.860973501E0,-1.418982446E-2,-6.030273438E-2,-4.373550415E-2
2.865973501E0,-5.092722178E-2,-3.908061981E-2,6.060600281E-4
2.870973501E0,-8.719326556E-2,-3.046989441E-2,5.926513672E-2
2.875973501E0,-1.225913912E-1,-3.096103668E-3,1.209931374E-1
2.880973501E0,-1.141912788E-1,1.953506470E-2,1.769251823E-1
2.885973501E0,-7.498903573E-2,4.722547531E-2,2.049036026E-1
2.890973501E0,-5.213564634E-2,6.214904785E-2,2.121582031E-1
2.895973501E0,-4.181364179E-2,9.669208527E-2,2.426614761E-1
2.900973501E0,1.572445035E-3,8.870887756E-2,2.131595612E-1
2.905973501E0,1.136368513E-2,9.019851685E-2,1.791286469E-1
2.910973501E0,2.324938774E-2,8.085107803E-2,1.723866463E-1
2.915973501E0,3.079497814E-2,6.142616272E-2,1.549611092E-1
2.920973501E0,2.004255354E-2,5.504846573E-2,1.257896423E-1
2.925973501E0,-3.331270814E-2,6.102371216E-2,9.510421753E-2
2.930973501E0,-4.117220640E-2,7.006502151E-2,6.208801270E-2
2.935973501E0,-5.702982843E-2,6.116771698E-2,2.577781677E-2
2.940973501E0,-6.980371475E-2,4.106283188E-2,-1.666736603E-2
2.945973501E0,-5.316390097E-2,1.426410675E-2,-2.548360825E-2
2.950973501E0,-2.060893178E-2,-1.561737061E-2,-6.317329407E-2
2.955973501E0,-4.132032394E-3,-3.039789200E-2,-6.699228287E-2
2.960973501E0,3.598764539E-3,-4.254102707E-2,-5.410575867E-2
2.965973501E0,3.303644061E-2,-6.332302094E-2,-4.318046570E-2
2.970973501E0,5.511266738E-2,-8.393239975E-2,-5.084419250E-2
2.975973501E0,7.675587386E-2,-8.190298080E-2,-5.789327621E-2
2.980973501E0,8.660951257E-2,-9.385871887E-2,-3.017997742E-2
2.985973501E0,1.022720784E-1,-9.001874924E-2,-2.368736267E-2
2.990973501E0,1.263678223E-1,-6.901788712E-2,-2.704715729E-2
2.995973501E0,9.935998917E-2,-6.312131882E-2,-2.247524261E-2
3.000973501E0,6.705999374E-2,-5.237722397E-2,-3.887748718E-2
3.005973501E0,-4.853889346E-3,-3.790855408E-2,-1.425361633E-2
3.010973501E0,-4.893869162E-2,-5.145549774E-3,-2.151966095E-2
3.015973501E0,-9.384761751E-2,2.366733551E-2,-2.125835419E-2
3.020973501E0,-1.250541061E-1,2.787876129E-2,-3.983306885E-2
3.025973501E0,-8.926574886E-2,2.744579315E-2,-6.818628311E-2
3.030973501E0,-5.758328736E-2,-5.722045898E-5,-1.085309982E-1
3.035973501E0,-3.514449298E-2,-2.985477448E-2,-1.212105751E-1
3.040973501E0,-1.302030683E-2,-2.710628510E-2,-8.631896973E-2
3.045973501E0,-2.332194149E-2,-1.200151443E-2,-2.457809448E-2
3.050973501E0,-4.584333301E-2,-2.162694931E-2,1.919412613E-2
3.055973501E0,-5.885221064E-2,-4.109525681E-2,4.318857193E-2
3.060973501E0,-2.653929591E-2,-4.292678833E-2,2.515935898E-2
3.065973501E0,2.518787980E-2,-5.050468445E-2,3.404140472E-2
3.070973501E0,6.612553447E-2,-5.034923553E-2,-5.706310272E-3
3.075973501E0,9.742008150E-2,-5.517148972E-2,-5.212306976E-2
3.080973501E0,1.164869219E-1,-7.254838943E-2,-9.601068497E-2
3.085973501E0,9.054907411E-2,-8.243846893E-2,-1.551909447E-1
3.090973501E0,3.060685098E-2,-7.568359375E-2,-1.604332924E-1
3.095973501E0,-1.396176219E-2,-3.309822083E-2,-1.445865631E-1
3.100973501E0,-8.553116024E-2,4.101371765E-2,-1.229085922E-1
3.105973501E0,-1.346005201E-1,8.137702942E-2,-9.552478790E-2
3.110973501E0,-1.527633816E-1,7.681035995E-2,-1.024179459E-1
3.115973501E0,-1.343398541E-1,6.819105148E-2,-1.022386551E-1
3.120973501E0,-7.736098766E-2,4.840517044E-2,-5.981492996E-2
3.125973501E0,-2.730455995E-2,5.142927170E-2,8.377075195E-3
3.130973501E0,-1.858095825E-2,3.655672073E-2,7.341289520E-2
3.135973501E0,-2.294674516E-2,4.549121857E-2,1.368007660E-1
3.140973501E0,1.661956310E-2,4.123210907E-2,1.958537102E-1
3.145973501E0,6.611239910E-2,2.331829071E-2,2.300176620E-1
3.150973501E0,9.842587262E-2,3.741264343E-3,2.466678619E-1
3.155973501E0,1.277225763E-1,-9.986400604E-3,2.603278160E-1
3.160973501E0,1.414167732E-1,-1.355648041E-2,2.628087997E-1
3.165973501E0,1.496613771E-1,-2.482032776E-2,2.470455170E-1
3.170973501E0,8.698354661E-2,-5.676746368E-3,2.300648689E-1
3.175973501E0,2.870132029E-2,9.461879730E-3,2.250084877E-1
3.180973501E0,1.813270152E-3,2.855443954E-2,2.091255188E-1
3.185973501E0,6.963312626E-4,2.964258194E-2,1.793684959E-1
3.190973501E0,8.334472775E-3,2.625751495E-2,1.102385521E-1
3.195973501E0,3.179318458E-2,2.573490143E-2,3.646421432E-2
3.200973501E0,2.553604543E-2,3.434324265E-2,-1.973676682E-2
3.205973501E0,4.327088594E-3,2.664518356E-2,-1.081881523E-1
3.210973501E0,-5.690559745E-3,5.149507523E-2,-1.735324860E-1
3.215973501E0,2.990126610E-3,6.424140930E-2,-2.220807076E-1
3.220973501E0,-2.768501639E-3,6.609439850E-2,-2.473735809E-1
3.225973501E0,-2.633441240E-2,5.056524277E-2,-2.459921837E-1
3.230973501E0,-5.380187184E-2,5.190372467E-2,-2.469286919E-1
3.235973501E0,-5.686577410E-2,4.364871979E-2,-2.075376511E-1
3.240973501E0,-3.902440518E-2,2.842140198E-2,-1.575131416E-1
3.245973501E0,-1.934241503E-2,1.379013062E-2,-8.101129532E-2
3.250973501E0,-2.208323777E-2,-8.262634277E-3,-8.255481720E-3
3.255973501E0,-2.823578566E-2,-1.210689545E-2,4.932594299E-2
3.260973501E0,-2.377134562E-2,-1.269102097E-2,1.002759933E-1
3.265973501E0,-9.463310242E-3,-3.835916519E-2,1.427383423E-1
3.270973501E0,3.997751325E-2,-5.016326904E-2,1.974449158E-1
3.275973501E0,7.941523194E-2,-6.194686890E-2,2.107663155E-1
3.280973501E0,1.192434058E-1,-8.130121231E-2,1.908078194E-1
3.285973501E0,1.212429777E-1,-8.762407303E-2,1.627268791E-1
3.290973501E0,9.296946973E-2,-7.564544678E-2,1.379089355E-1
3.295973501E0,3.335658461E-2,-5.918359756E-2,1.170902252E-1
3.300973501E0,1.171785593E-2,-2.099037170E-2,1.081409454E-1
3.305973501E0,5.510881543E-3,1.294517517E-2,7.657814026E-2
3.310973501E0,-9.382143617E-4,6.456375122E-4,3.768587112E-2
3.315973501E0,1.378769428E-2,1.338958740E-3,-3.177642822E-2
3.320973501E0,3.326393664E-2,-1.628017426E-2,-1.458973885E-1
3.325973501E0,5.917490646E-2,-3.993749619E-2,-2.028546333E-1
3.330973501E0,6.071661785E-2,-2.108144760E-2,-2.549386024E-1
3.335973501E0,3.140541911E-2,-1.981544495E-2,-2.766509056E-1
3.340973501E0,-1.586985588E-2,-1.990509033E-2,-2.621040344E-1
3.345973501E0,-5.757354200E-3,-1.577091217E-2,-2.262167931E-1
3.350973501E0,-1.540773362E-2,1.283788681E-2,-1.846904755E-1
3.355973501E0,-9.253501892E-2,4.134035110E-2,-1.506152153E-1
3.360973501E0,-1.643208265E-1,5.715274811E-2,-8.144521713E-2
3.365973501E0,-1.658819914E-1,9.944200516E-2,1.261186600E-2
3.370973501E0,-1.206501424E-1,8.225631714E-2,1.915693283E-2
3.375973501E0,-1.133761406E-1,5.271387100E-2,2.626895905E-3
3.380973501E0,-5.044762045E-2,4.538393021E-2,3.444004059E-2
3.385973501E0,2.373529226E-2,3.579187393E-2,7.801532745E-2
3.390973501E0,6.890660524E-2,3.867149353E-3,9.222602844E-2
3.395973501E0,7.455191761E-2,-2.970504761E-2,9.563589096E-2
3.400973501E0,7.967143506E-2,-5.695772171E-2,1.049680710E-1
3.405973501E0,5.552981049E-2,-4.844379425E-2,1.288475990E-1
3.410973501E0,1.752538979E-2,-3.017997742E-2,1.473464966E-1
3.415973501E0,-4.920225590E-2,-1.548671722E-2,1.412153244E-1
3.420973501E0,-1.034515053E-1,-1.839256287E-2,1.120967865E-1
3.425973501E0,-1.142448038E-1,-1.232004166E-2,9.095525742E-2
3.430973501E0,-7.104223222E-2,-1.415252686E-3,7.584810257E-2
3.435973501E0,-2.775157988E-2,9.238243103E-3,7.866954803E-2
3.440973501E0,-2.365291864E-2,1.336336136E-2,6.525373459E-2
3.445973501E0,-1.093917340E-2,3.681182861E-4,-9.675025940E-3
3.450973501E0,-1.266983151E-2,8.619785309E-3,-8.804941177E-2
3.455973501E0,-4.415534437E-3,2.676534653E-2,-1.383280754E-1
3.460973501E0,9.997643530E-3,5.721807480E-2,-1.477708817E-1
3.465973501E0,4.191020876E-2,7.163524628E-2,-1.206493378E-1
3.470973501E0,2.597423643E-2,8.077764511E-2,-1.057686806E-1
3.475973501E0,-2.953080833E-2,7.710456848E-2,-9.203386307E-2
3.480973501E0,-5.852290243E-2,9.627199173E-2,-6.322574615E-2
3.485973501E0,-9.036143869E-2,1.226549149E-1,-5.001926422E-2
3.490973501E0,-9.849921614E-2,1.176476479E-1,-2.315807343E-2
3.495973501E0,-8.575154841E-2,7.337093353E-2,1.494693756E-2
3.500973501E0,-4.105958343E-2,1.862144470E-2,6.856632233E-2
3.505973501E0,4.160360247E-2,-7.705211639E-3,1.090116501E-1
3.510973501E0,7.132945210E-2,-3.207969666E-2,1.410613060E-1
3.515973501E0,7.062316686E-2,-4.118156433E-2,1.383695602E-1
3.520973501E0,4.337356985E-2,-6.068468094E-2,1.198210716E-1
3.525973501E0,1.021181792E-2,-7.127904892E-2,8.906173706E-2
3.530973501E0,-1.490496099E-3,-6.621646881E-2,9.061908722E-2
3.535973501E0,1.314029098E-3,-3.461456299E-2,7.372426987E-2
3.540973501E0,1.074195653E-2,-3.074359894E-2,6.069517136E-2
3.545973501E0,-2.663718164E-2,-4.050827026E-2,3.161907196E-3
3.550973501E0,-1.897273213E-2,-3.939819336E-2,-3.692007065E-2
3.555973501E0,4.035502672E-3,-2.552080154E-2,-5.351495743E-2
3.560973501E0,1.167574525E-2,-2.169275284E-2,-6.451129913E-2
3.565973501E0,8.971914649E-4,-2.044582367E-2,-4.061174393E-2
3.570973501E0,-1.527245343E-2,-1.410102844E-2,-1.663208008E-2
3.575973501E0,-6.847441196E-3,-2.234172821E-2,3.083324432E-2
3.580973501E0,-5.783408880E-3,-2.095699310E-3,-1.066064835E-2
3.585973501E0,-2.004764974E-3,-8.607864380E-3,-5.430841446E-2
3.590973501E0,4.897728562E-3,-5.886554718E-3,-1.079134941E-1
3.595973501E0,-1.311376691E-4,-6.067276001E-3,-1.151700020E-1
3.600973501E0,6.735324860E-4,-2.231121063E-3,-6.965446472E-2
3.605973501E0,2.498299628E-2,-1.112937927E-3,-4.479217529E-2
3.610973501E0,3.312910348E-2,-2.553319931E-2,-3.964090347E-2
3.615973501E0,-6.144195795E-4,-3.833293915E-2,-5.686044693E-2
3.620973501E0,-5.757577717E-3,-5.434465408E-2,-6.938362122E-2
3.625973501E0,-6.348907948E-3,-4.934740067E-2,-5.978631973E-2
3.630973501E0,-1.778416336E-2,-5.829381943E-2,-7.172393799E-2
3.635973501E0,-2.618810534E-2,-6.561660767E-2,-8.120822906E-2
3.640973501E0,-4.996448755E-2,-3.293085098E-2,-6.457424164E-2
3.645973501E0,-4.934470356E-2,-1.633310318E-2,-7.403993607E-2
3.650973501E0,-9.834188223E-2,-3.936767578E-3,-8.061647415E-2
3.655973501E0,-1.523323506E-1,1.272964478E-2,-7.080221176E-2
3.660973501E0,-1.620959938E-1,2.141857147E-2,-3.292751312E-2
3.665973501E0,-1.384655088E-1,3.183364868E-2,3.022193909E-2
3.670973501E0,-1.130521446E-1,4.440927505E-2,4.615211487E-2
3.675973501E0,-5.753569305E-2,3.653335571E-2,4.061365128E-2
3.680973501E0,-3.289021552E-2,4.007196426E-2,5.876302719E-2
3.685973501E0,3.368765116E-3,3.361177444E-2,5.361509323E-2
3.690973501E0,1.077950746E-2,2.867460251E-2,4.068136215E-2
3.695973501E0,-6.900131702E-4,2.959489822E-2,5.995082855E-2
3.700973501E0,3.868654370E-3,4.794645309E-2,6.756973267E-2
