"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.156209738E2,1.848402381E0,1.466283798E0,4.484157562E-1
1.156259738E2,1.474695206E0,1.915157318E0,5.841684341E-1
1.156309738E2,1.026723862E0,2.300589561E0,7.589826584E-1
1.156359738E2,5.434195399E-1,2.613525391E0,9.387836456E-1
1.156409738E2,1.171706617E-1,2.812747955E0,1.133766651E0
1.156459738E2,-3.673335314E-1,3.011820793E0,1.430675507E0
1.156509738E2,-1.132852674E0,3.228974342E0,1.857438087E0
1.156559738E2,-1.942014575E0,3.460819244E0,2.309451580E0
1.156609738E2,-2.610132694E0,3.634772301E0,2.545812130E0
1.156659738E2,-3.045354605E0,3.757238388E0,2.429692745E0
1.156709738E2,-3.103249788E0,3.894943237E0,2.060927391E0
1.156759738E2,-2.728466511E0,4.061128616E0,1.432279587E0
1.156809738E2,-1.890606999E0,4.257811546E0,5.771021843E-1
1.156859738E2,-8.555812240E-1,4.451616287E0,-2.844607830E-1
1.156909738E2,9.558275342E-2,4.607936859E0,-1.076883554E0
1.156959738E2,8.960233927E-1,4.759555817E0,-1.705568075E0
1.157009738E2,1.544546485E0,4.913855553E0,-2.230853796E0
1.157059738E2,1.923791647E0,5.058040619E0,-2.617648602E0
1.157109738E2,1.990427732E0,5.216634750E0,-2.730666637E0
1.157159738E2,1.781097889E0,5.313506126E0,-2.347266436E0
1.157209738E2,1.254897118E0,5.216290474E0,-1.487438202E0
1.157259738E2,7.456755042E-1,5.006942749E0,-4.860036373E-1
1.157309738E2,3.570889235E-1,4.735481262E0,4.877238274E-1
1.157359738E2,-2.163198441E-1,4.254514694E0,1.367360115E0
1.157409738E2,-8.506297469E-1,3.619368553E0,2.233457565E0
1.157459738E2,-1.244813442E0,2.958038330E0,3.211652756E0
1.157509738E2,-1.349090934E0,2.430084229E0,4.200238228E0
1.157559738E2,-1.444922924E0,1.945466042E0,4.925691128E0
1.157609738E2,-1.256179333E0,1.397967339E0,5.413209438E0
1.157659738E2,-7.980173826E-1,8.907966614E-1,5.777301788E0
1.157709738E2,-2.375933677E-1,4.622726440E-1,6.083767414E0
1.157759738E2,2.425984442E-1,1.356763840E-1,6.226638317E0
1.157809738E2,7.227447033E-1,-1.541442871E-1,6.142165661E0
1.157859738E2,1.245906234E0,-4.520616531E-1,5.718892097E0
1.157909738E2,1.738013744E0,-7.770509720E-1,5.112728596E0
1.157959738E2,2.193764448E0,-1.095477104E0,4.456768513E0
1.158009738E2,2.582178593E0,-1.321006775E0,3.811759949E0
1.158059738E2,2.889619112E0,-1.434004784E0,3.237051487E0
1.158109738E2,3.187688589E0,-1.512478352E0,2.623455524E0
1.158159738E2,3.510323763E0,-1.614284515E0,1.946395874E0
1.158209738E2,3.723944187E0,-1.657801628E0,1.218957901E0
1.158259738E2,3.717584372E0,-1.685260296E0,4.817228317E-1
1.158309738E2,3.575289011E0,-1.647301674E0,-2.698206902E-1
1.158359738E2,3.342012167E0,-1.596620560E0,-9.296312332E-1
1.158409738E2,3.064356565E0,-1.552274227E0,-1.475278854E0
1.158459738E2,2.634144306E0,-1.504873753E0,-1.864403009E0
1.158509738E2,2.049726248E0,-1.468670845E0,-2.141688824E0
1.158559738E2,1.450886846E0,-1.355508804E0,-2.371726513E0
1.158609738E2,8.285897970E-1,-1.161170483E0,-2.538486004E0
1.158659738E2,2.070969939E-1,-9.461688995E-1,-2.619791508E0
1.158709738E2,-5.211102366E-1,-7.925634384E-1,-2.655492544E0
1.158759738E2,-1.265501618E0,-7.143068314E-1,-2.639661789E0
1.158809738E2,-1.976732135E0,-6.552972794E-1,-2.550882339E0
1.158859738E2,-2.480336189E0,-6.231889725E-1,-2.412585258E0
1.158909738E2,-2.664076090E0,-6.354131699E-1,-2.229981899E0
1.158959738E2,-2.577786446E0,-7.806463242E-1,-2.026874542E0
1.159009738E2,-2.311426401E0,-1.012982368E0,-1.902220726E0
1.159059738E2,-1.902731299E0,-1.347889900E0,-1.717831135E0
1.159109738E2,-1.390501142E0,-1.691503048E0,-1.413987160E0
1.159159738E2,-8.251274824E-1,-2.015191555E0,-1.033178568E0
1.159209738E2,-2.773023546E-1,-2.361408710E0,-6.758360863E-1
1.159259738E2,1.236717701E-1,-2.677405357E0,-3.979849815E-1
1.159309738E2,4.941726923E-1,-2.917514324E0,-7.987737656E-2
1.159359738E2,7.906705141E-1,-3.149639130E0,1.794705391E-1
1.159409738E2,1.089254260E0,-3.327442169E0,3.172192574E-1
1.159459738E2,1.373069882E0,-3.461516380E0,3.361358643E-1
1.159509738E2,1.511714578E0,-3.550521374E0,2.832746506E-1
1.159559738E2,1.534663200E0,-3.633978367E0,1.463599205E-1
1.159609738E2,1.420479774E0,-3.620559216E0,-1.109414101E-1
1.159659738E2,1.181777596E0,-3.551002979E0,-3.814473152E-1
1.159709738E2,8.729894161E-1,-3.445521832E0,-6.631393433E-1
1.159759738E2,5.318837762E-1,-3.295146942E0,-9.227049351E-1
1.159809738E2,2.342487574E-1,-3.099036217E0,-1.193498135E0
1.159859738E2,-1.205058843E-1,-2.894240379E0,-1.476814270E0
1.159909738E2,-5.794619322E-1,-2.715878487E0,-1.771831036E0
1.159959738E2,-9.160120487E-1,-2.451162338E0,-1.973565578E0
1.160009738E2,-1.233629465E0,-2.150933743E0,-2.068791389E0
1.160059738E2,-1.460135818E0,-1.906552792E0,-2.167630672E0
1.160109738E2,-1.504906416E0,-1.764478683E0,-2.386380434E0
1.160159738E2,-1.324041963E0,-1.642482758E0,-2.648169994E0
1.160209738E2,-1.032196879E0,-1.551882744E0,-2.877726555E0
1.160259738E2,-6.865330935E-1,-1.482818127E0,-2.946055889E0
1.160309738E2,-2.733842731E-1,-1.350521564E0,-2.902781487E0
1.160359738E2,-4.221498966E-3,-1.295311451E0,-2.774768829E0
1.160409738E2,2.112595439E-1,-1.236654282E0,-2.583803654E0
1.160459738E2,4.923012257E-1,-1.156682968E0,-2.305524349E0
1.160509738E2,6.882798672E-1,-1.137599945E0,-2.041631222E0
1.160559738E2,7.302181125E-1,-1.145933151E0,-1.768839598E0
1.160609738E2,6.744915843E-1,-1.120941162E0,-1.429406404E0
1.160659738E2,5.779271126E-1,-9.684038162E-1,-1.065824032E0
1.160709738E2,4.661182165E-1,-8.239870071E-1,-7.208342552E-1
1.160759738E2,3.455137014E-1,-7.563238144E-1,-4.562244415E-1
1.160809738E2,2.827085853E-1,-6.743307114E-1,-2.527046204E-1
1.160859738E2,2.868923247E-1,-5.376148224E-1,-7.305097580E-2
1.160909738E2,3.154955208E-1,-3.540229797E-1,2.629184723E-2
1.160959738E2,3.570956886E-1,-2.294282913E-1,5.766868591E-2
1.161009738E2,4.613703489E-1,-7.965183258E-2,6.948661804E-2
1.161059738E2,5.963206887E-1,1.371173859E-1,1.096324921E-1
1.161109738E2,6.131407619E-1,3.706550598E-1,1.142373085E-1
1.161159738E2,5.089748502E-1,5.812244415E-1,1.233429909E-1
1.161209738E2,3.520689607E-1,7.835750580E-1,2.764282227E-1
1.161259738E2,1.970272362E-1,9.916143417E-1,4.999594688E-1
1.161309738E2,1.012230515E-1,1.266597748E0,7.593822479E-1
1.161359738E2,1.080247611E-1,1.462066650E0,9.848337173E-1
1.161409738E2,1.110741198E-1,1.572983742E0,1.228535175E0
1.161459738E2,1.439205557E-1,1.728617668E0,1.504921436E0
1.161509738E2,2.586772442E-1,1.936829567E0,1.787974358E0
1.161559738E2,4.167006612E-1,2.066061974E0,2.013851643E0
1.161609738E2,5.269310474E-1,2.181461334E0,2.112422943E0
1.161659738E2,5.168660879E-1,2.292867661E0,2.109007359E0
1.161709738E2,4.701667428E-1,2.447420120E0,2.065942764E0
1.161759738E2,3.696455359E-1,2.617380142E0,2.018130779E0
1.161809738E2,1.136678383E-1,2.833841324E0,1.902176857E0
1.161859738E2,-2.480966300E-1,3.095170021E0,1.685945034E0
1.161909738E2,-6.730111837E-1,3.331324577E0,1.402710438E0
1.161959738E2,-9.949876070E-1,3.532339096E0,1.098237991E0
1.162009738E2,-1.262120247E0,3.639324188E0,8.017740250E-1
1.162059738E2,-1.393890977E0,3.760123253E0,4.573178291E-1
1.162109738E2,-1.524581194E0,3.904795647E0,1.045122147E-1
1.162159738E2,-1.664330244E0,4.063338280E0,-2.455463409E-1
1.162209738E2,-1.784335136E0,4.150663376E0,-5.035753250E-1
1.162259738E2,-2.025290012E0,4.197283745E0,-5.205602646E-1
1.162309738E2,-2.442241192E0,4.193453789E0,-1.581335068E-1
1.162359738E2,-2.951023102E0,4.184845924E0,5.163798332E-1
1.162409738E2,-3.452749014E0,4.042615891E0,1.390816689E0
1.162459738E2,-3.813465595E0,3.678404808E0,2.346732616E0
1.162509738E2,-3.948031902E0,3.135019302E0,3.304073811E0
1.162559738E2,-3.811339140E0,2.590613365E0,4.176180363E0
1.162609738E2,-3.334449291E0,2.147613525E0,4.894991398E0
1.162659738E2,-2.677947760E0,1.666277885E0,5.404238701E0
1.162709738E2,-1.972504854E0,1.140411377E0,5.702981949E0
1.162759738E2,-1.277126431E0,5.851888657E-1,5.878396511E0
1.162809738E2,-6.476359367E-1,1.263952255E-1,5.972484589E0
1.162859738E2,-1.039439142E-1,-2.613935471E-1,5.831135750E0
1.162909738E2,3.462796807E-1,-6.381559372E-1,5.430512428E0
1.162959738E2,6.589831114E-1,-1.018478394E0,4.820025921E0
1.163009738E2,9.347457290E-1,-1.292317390E0,4.089856148E0
1.163059738E2,1.184863091E0,-1.492084026E0,3.288978577E0
1.163109738E2,1.345178366E0,-1.535240173E0,2.447457790E0
1.163159738E2,1.405784607E0,-1.491011620E0,1.666061878E0
1.163209738E2,1.297710061E0,-1.419111729E0,8.950042725E-1
1.163259738E2,1.064435482E0,-1.307450294E0,2.884488106E-1
1.163309738E2,7.351481915E-1,-1.129836082E0,-7.011604309E-2
1.163359738E2,2.688422501E-1,-9.736070633E-1,-3.710541725E-1
1.163409738E2,-1.706678718E-1,-8.243088722E-1,-5.619058609E-1
1.163459738E2,-5.952267051E-1,-6.158504486E-1,-6.722130775E-1
1.163509738E2,-9.344499111E-1,-4.264163971E-1,-7.320911884E-1
1.163559738E2,-1.205244184E0,-2.468318939E-1,-8.301081657E-1
1.163609738E2,-1.475571632E0,-7.536697388E-2,-9.575312138E-1
1.163659738E2,-1.692269087E0,3.284072876E-2,-1.108520746E0
1.163709738E2,-1.915782571E0,4.884243011E-2,-1.293662071E0
1.163759738E2,-2.091613054E0,5.126953125E-2,-1.492658138E0
1.163809738E2,-2.146471024E0,4.427623749E-2,-1.685139894E0
1.163859738E2,-2.058613062E0,-3.648281097E-2,-1.836051702E0
1.163909738E2,-1.885996461E0,-1.256055832E-1,-1.910234928E0
1.163959738E2,-1.590134859E0,-2.762346268E-1,-1.911808491E0
1.164009738E2,-1.229675651E0,-5.394058228E-1,-1.824934959E0
1.164059738E2,-7.608442903E-1,-7.650365829E-1,-1.634619713E0
1.164109738E2,-3.361467123E-1,-9.642233849E-1,-1.378987312E0
1.164159738E2,-5.542658269E-2,-1.175179005E0,-1.102955818E0
1.164209738E2,1.287886947E-1,-1.379119396E0,-8.433384895E-1
1.164259738E2,2.519259453E-1,-1.532800198E0,-5.882105827E-1
1.164309738E2,2.780855298E-1,-1.700541496E0,-3.815002441E-1
1.164359738E2,4.135870337E-1,-1.848162174E0,-2.001872063E-1
1.164409738E2,5.241815448E-1,-2.021801949E0,-2.210521698E-2
1.164459738E2,6.231931448E-1,-2.130368233E0,1.222233772E-1
1.164509738E2,6.369080544E-1,-2.208149910E0,1.916689873E-1
1.164559738E2,5.403726101E-1,-2.287605286E0,1.480336189E-1
1.164609738E2,4.219575226E-1,-2.375244141E0,1.591110229E-2
1.164659738E2,2.374646366E-1,-2.457704067E0,-1.861877441E-1
1.164709738E2,3.941323981E-2,-2.475430012E0,-4.081211090E-1
1.164759738E2,-1.412261128E-1,-2.463531017E0,-6.085252762E-1
1.164809738E2,-3.242043853E-1,-2.459136963E0,-8.070507050E-1
1.164859738E2,-5.064564943E-1,-2.465199947E0,-1.021414518E0
1.164909738E2,-6.787718534E-1,-2.447148323E0,-1.237653971E0
1.164959738E2,-8.527736068E-1,-2.413603306E0,-1.513993740E0
1.165009738E2,-9.410554171E-1,-2.395680428E0,-1.829051733E0
1.165059738E2,-9.608508348E-1,-2.402956486E0,-2.113797665E0
1.165109738E2,-1.020356059E0,-2.392387867E0,-2.433090210E0
1.165159738E2,-1.087359786E0,-2.411009312E0,-2.783063889E0
1.165209738E2,-1.072617412E0,-2.422777176E0,-3.046000481E0
1.165259738E2,-9.564629793E-1,-2.449378490E0,-3.256331921E0
1.165309738E2,-6.920251846E-1,-2.503515720E0,-3.408390999E0
1.165359738E2,-3.973740041E-1,-2.547791958E0,-3.540012121E0
1.165409738E2,-1.544563472E-1,-2.517137527E0,-3.609869957E0
1.165459738E2,8.709705621E-2,-2.476741791E0,-3.564161301E0
1.165509738E2,3.166021109E-1,-2.438400745E0,-3.421573639E0
1.165559738E2,4.814195335E-1,-2.409972668E0,-3.204550028E0
1.165609738E2,5.557843447E-1,-2.386738300E0,-2.816067219E0
1.165659738E2,5.862956643E-1,-2.350522041E0,-2.336638212E0
1.165709738E2,6.332417727E-1,-2.265724182E0,-1.833847046E0
1.165759738E2,7.041031718E-1,-2.136157036E0,-1.371968269E0
1.165809738E2,7.966434956E-1,-2.036239624E0,-9.418649673E-1
1.165859738E2,8.415533304E-1,-1.882349014E0,-5.462036133E-1
1.165909738E2,7.768471837E-1,-1.684312820E0,-2.591900826E-1
1.165959738E2,6.999416351E-1,-1.481048584E0,-1.623001099E-1
1.166009738E2,6.884810925E-1,-1.232180595E0,-1.170697212E-1
1.166059738E2,7.600091696E-1,-9.127607346E-1,-7.956075668E-2
1.166109738E2,8.873301744E-1,-6.124591827E-1,-1.272001266E-1
1.166159738E2,9.968575239E-1,-3.497915268E-1,-2.661757469E-1
1.166209738E2,1.099339247E0,-5.543708801E-2,-4.070637226E-1
1.166259738E2,1.131306887E0,3.068065643E-1,-5.230622292E-1
1.166309738E2,1.017506599E0,7.157907486E-1,-6.277248859E-1
1.166359738E2,7.765848637E-1,1.134612083E0,-6.033749580E-1
1.166409738E2,4.220556915E-1,1.450965881E0,-5.183389187E-1
1.166459738E2,9.477037191E-2,1.735377312E0,-3.208334446E-1
1.166509738E2,-2.196439803E-1,1.981397629E0,-7.075595856E-2
1.166559738E2,-4.884386957E-1,2.150969505E0,3.091678619E-1
1.166609738E2,-7.529717088E-1,2.245938301E0,8.053936958E-1
1.166659738E2,-9.922103882E-1,2.372236252E0,1.408491611E0
1.166709738E2,-1.075300694E0,2.576762199E0,1.998169422E0
1.166759738E2,-9.662714005E-1,2.823472977E0,2.438585758E0
1.166809738E2,-7.198234797E-1,3.075604439E0,2.609455109E0
1.166859738E2,-3.417499959E-1,3.391508102E0,2.494517326E0
1.166909738E2,1.189117730E-1,3.756688118E0,2.141139030E0
1.166959738E2,5.653461218E-1,4.171422958E0,1.613780975E0
1.167009738E2,1.002802849E0,4.584210396E0,9.789123535E-1
1.167059738E2,1.336903095E0,5.005843163E0,3.379769325E-1
1.167109738E2,1.575037837E0,5.340687752E0,-3.304166794E-1
1.167159738E2,1.564611435E0,5.573939323E0,-8.576781750E-1
1.167209738E2,1.304544210E0,5.725628853E0,-1.161228180E0
1.167259738E2,7.925041914E-1,5.825127602E0,-1.154664278E0
1.167309738E2,9.853726625E-2,5.816958427E0,-7.975032330E-1
1.167359738E2,-6.518275738E-1,5.701438904E0,-1.820359230E-1
1.167409738E2,-1.346266508E0,5.385950089E0,5.542130470E-1
1.167459738E2,-1.916058421E0,4.869816780E0,1.335715294E0
1.167509738E2,-2.284867525E0,4.267600060E0,2.196960926E0
1.167559738E2,-2.462705374E0,3.568738937E0,3.146141052E0
1.167609738E2,-2.298431158E0,2.841558456E0,4.122396469E0
1.167659738E2,-1.924058437E0,2.112919807E0,4.982815742E0
1.167709738E2,-1.186791301E0,1.442178726E0,5.736067772E0
1.167759738E2,-3.029399812E-1,8.854045868E-1,6.281958103E0
1.167809738E2,5.164805651E-1,4.361371994E-1,6.463426113E0
1.167859738E2,1.307148457E0,-8.425712585E-3,6.165813446E0
1.167909738E2,2.135473251E0,-5.024766922E-1,5.505674362E0
1.167959738E2,2.817649126E0,-8.950290680E-1,4.703374863E0
1.168009738E2,3.430157900E0,-1.126396656E0,3.853179455E0
1.168059738E2,3.859124184E0,-1.202548981E0,3.232546806E0
1.168109738E2,4.055636406E0,-1.229772568E0,2.659514904E0
1.168159738E2,3.997053385E0,-1.239751816E0,2.032969952E0
1.168209738E2,3.702710629E0,-1.221270084E0,1.379522800E0
1.168259738E2,3.266820669E0,-1.151035786E0,7.344064713E-1
1.168309738E2,2.826467752E0,-1.043727875E0,1.450414658E-1
1.168359738E2,2.481235981E0,-8.917446136E-1,-2.956304550E-1
1.168409738E2,2.037651539E0,-7.575674057E-1,-7.190327644E-1
1.168459738E2,1.700094461E0,-6.429262161E-1,-1.174374580E0
1.168509738E2,1.433071017E0,-5.855216980E-1,-1.658011436E0
1.168559738E2,1.192278385E0,-5.540323257E-1,-2.068803787E0
1.168609738E2,9.655181170E-1,-5.174694061E-1,-2.484378338E0
1.168659738E2,6.955095530E-1,-4.570484161E-1,-2.869536400E0
1.168709738E2,4.393571913E-1,-4.150209427E-1,-3.085410833E0
1.168759738E2,1.453893185E-1,-3.953838348E-1,-3.128958225E0
1.168809738E2,-1.481248736E-1,-3.729400635E-1,-3.015500069E0
1.168859738E2,-4.464164376E-1,-3.827486038E-1,-2.796648264E0
1.168909738E2,-7.115812302E-1,-4.398536682E-1,-2.454252005E0
1.168959738E2,-9.298660159E-1,-5.603733063E-1,-2.019661427E0
1.169009738E2,-1.014583111E0,-7.512063980E-1,-1.507635117E0
1.169059738E2,-1.070236444E0,-9.722175598E-1,-1.051403046E0
1.169109738E2,-1.059974074E0,-1.242557049E0,-6.243977547E-1
1.169159738E2,-9.982234836E-1,-1.505702496E0,-1.803841591E-1
1.169209738E2,-8.451725245E-1,-1.799338341E0,1.857657433E-1
1.169259738E2,-6.283637881E-1,-2.141996384E0,4.749646187E-1
1.169309738E2,-3.260673583E-1,-2.460008621E0,6.906275749E-1
1.169359738E2,5.945149064E-2,-2.722585201E0,8.556170464E-1
1.169409738E2,4.752468169E-1,-2.951498508E0,9.503865242E-1
1.169459738E2,7.962665558E-1,-3.177633286E0,1.020095825E0
1.169509738E2,1.089748979E0,-3.343925476E0,1.003790379E0
1.169559738E2,1.327019453E0,-3.437435627E0,9.046735764E-1
1.169609738E2,1.455519676E0,-3.509738445E0,7.503232956E-1
1.169659738E2,1.450286627E0,-3.514793873E0,5.175094604E-1
1.169709738E2,1.314554095E0,-3.485210896E0,2.031435966E-1
1.169759738E2,1.078620315E0,-3.402435303E0,-1.277508736E-1
1.169809738E2,8.644164801E-1,-3.345133305E0,-4.358696938E-1
1.169859738E2,6.741517782E-1,-3.233024597E0,-6.899497509E-1
1.169909738E2,4.954749644E-1,-3.132693291E0,-8.450219631E-1
1.169959738E2,2.575893700E-1,-2.998337746E0,-9.586517811E-1
1.170009738E2,1.217629910E-1,-2.855765343E0,-1.205614090E0
1.170059738E2,-1.499581784E-1,-2.768923283E0,-1.482566595E0
1.170109738E2,-5.161604285E-1,-2.587013721E0,-1.787983418E0
1.170159738E2,-8.408862352E-1,-2.417452812E0,-2.043610096E0
1.170209738E2,-1.132488847E0,-2.291325569E0,-2.237737894E0
1.170259738E2,-1.352108836E0,-2.236382008E0,-2.453638315E0
1.170309738E2,-1.453762174E0,-2.157050133E0,-2.698837042E0
1.170359738E2,-1.464006662E0,-2.084067822E0,-2.937154055E0
1.170409738E2,-1.380745888E0,-2.029922485E0,-3.126133919E0
1.170459738E2,-1.201131701E0,-1.968910217E0,-3.310016155E0
1.170509738E2,-9.977380037E-1,-1.882010937E0,-3.358062267E0
1.170559738E2,-6.553241611E-1,-1.777819633E0,-3.386510134E0
1.170609738E2,-1.913672090E-1,-1.702009678E0,-3.330163479E0
1.170659738E2,2.360460162E-1,-1.625813007E0,-3.242713928E0
1.170709738E2,5.666900873E-1,-1.547512054E0,-3.152887344E0
1.170759738E2,8.410050273E-1,-1.426730156E0,-3.071844578E0
1.170809738E2,1.081163287E0,-1.287909508E0,-2.895657301E0
1.170859738E2,1.266707301E0,-1.112882614E0,-2.702359676E0
1.170909738E2,1.348227978E0,-9.230456352E-1,-2.481829643E0
1.170959738E2,1.299132228E0,-6.796894073E-1,-2.230344296E0
1.171009738E2,1.106674194E0,-4.291324615E-1,-1.908422947E0
1.171059738E2,9.476605654E-1,-1.585779190E-1,-1.607142448E0
1.171109738E2,8.157857060E-1,1.234159470E-1,-1.256874561E0
1.171159738E2,5.006434917E-1,3.702325821E-1,-8.169748783E-1
1.171209738E2,9.894905984E-2,6.681489944E-1,-2.524228096E-1
1.171259738E2,-2.243409008E-1,9.894847870E-1,3.427314758E-1
1.171309738E2,-4.244624972E-1,1.244944572E0,9.347581863E-1
1.171359738E2,-5.485104918E-1,1.519639015E0,1.417915821E0
1.171409738E2,-6.282684803E-1,1.792366982E0,1.745678425E0
1.171459738E2,-6.784073114E-1,2.012919426E0,2.076390743E0
1.171509738E2,-5.896524191E-1,2.194236755E0,2.414825439E0
1.171559738E2,-3.758537173E-1,2.345017433E0,2.640083313E0
1.171609738E2,-1.231459081E-1,2.455928802E0,2.722732544E0
1.171659738E2,1.688275188E-1,2.561123848E0,2.700829983E0
1.171709738E2,4.143991768E-1,2.661638260E0,2.671908855E0
1.171759738E2,6.636142731E-1,2.830940247E0,2.749673367E0
1.171809738E2,9.623621702E-1,3.047067642E0,2.787683964E0
1.171859738E2,1.272606015E0,3.264745712E0,2.785596848E0
1.171909738E2,1.557651997E0,3.406393051E0,2.607230663E0
1.171959738E2,1.673624754E0,3.525249481E0,2.259685040E0
1.172009738E2,1.583068371E0,3.721261024E0,1.854218960E0
1.172059738E2,1.390270472E0,3.903909683E0,1.612861156E0
1.172109738E2,1.214134932E0,4.082176208E0,1.520572186E0
1.172159738E2,1.003516436E0,4.217462540E0,1.645579815E0
1.172209738E2,6.675090790E-1,4.316624641E0,1.811948299E0
1.172259738E2,2.731929123E-1,4.433277130E0,1.695787907E0
1.172309738E2,-2.181887925E-1,4.523691177E0,1.369803429E0
1.172359738E2,-8.218331933E-1,4.471118927E0,1.038750648E0
1.172409738E2,-1.354061842E0,4.369163513E0,8.275938034E-1
1.172459738E2,-1.663073540E0,4.245957375E0,9.010400772E-1
1.172509738E2,-1.979144573E0,4.102655411E0,1.170588970E0
1.172559738E2,-2.441626310E0,3.908783913E0,1.565916538E0
1.172609738E2,-2.905584574E0,3.653594971E0,2.069996834E0
1.172659738E2,-3.121513605E0,3.378203392E0,2.686471462E0
1.172709738E2,-3.086764574E0,3.025279045E0,3.318590164E0
1.172759738E2,-2.840669155E0,2.610582352E0,3.869804859E0
1.172809738E2,-2.472589016E0,2.165773392E0,4.246227741E0
1.172859738E2,-2.030600548E0,1.733784676E0,4.471446037E0
1.172909738E2,-1.568078995E0,1.329320908E0,4.459484577E0
1.172959738E2,-1.165620327E0,9.247617722E-1,4.204961777E0
1.173009738E2,-8.538591266E-1,4.276885986E-1,3.860524654E0
1.173059738E2,-5.551573038E-1,-9.809970856E-2,3.500215054E0
1.173109738E2,-2.094399482E-1,-4.246120453E-1,3.054520607E0
1.173159738E2,1.282256395E-1,-6.604499817E-1,2.478287697E0
1.173209738E2,3.933037519E-1,-9.223299026E-1,1.689620972E0
1.173259738E2,5.913019180E-1,-1.155779839E0,7.909336090E-1
1.173309738E2,7.161949873E-1,-1.318594933E0,2.210569382E-2
1.173359738E2,7.394075990E-1,-1.431995392E0,-6.011116505E-1
1.173409738E2,6.587873101E-1,-1.511956692E0,-1.125520945E0
1.173459738E2,4.779506624E-1,-1.536753178E0,-1.518980026E0
1.173509738E2,1.630814672E-1,-1.552152157E0,-1.825064182E0
1.173559738E2,-2.701282203E-1,-1.474601746E0,-2.019129753E0
1.173609738E2,-7.262876034E-1,-1.343749523E0,-2.062154531E0
1.173659738E2,-1.175944448E0,-1.218696117E0,-2.014835119E0
1.173709738E2,-1.580216646E0,-1.157124043E0,-1.993319035E0
1.173759738E2,-1.859085560E0,-1.091854095E0,-1.914830923E0
1.173809738E2,-2.017341137E0,-1.069079399E0,-1.799070358E0
1.173859738E2,-2.089644909E0,-1.050659657E0,-1.747889757E0
1.173909738E2,-2.106853485E0,-1.067900181E0,-1.677443981E0
1.173959738E2,-2.064088583E0,-1.098827362E0,-1.569429159E0
1.174009738E2,-1.934733748E0,-1.141355038E0,-1.441706419E0
1.174059738E2,-1.693803668E0,-1.198262691E0,-1.297268867E0
1.174109738E2,-1.476263642E0,-1.237691402E0,-1.087486506E0
1.174159738E2,-1.242336154E0,-1.254046440E0,-8.699450493E-1
1.174209738E2,-1.010388851E0,-1.301671028E0,-6.299145222E-1
1.174259738E2,-7.294183969E-1,-1.384918690E0,-3.811588287E-1
1.174309738E2,-4.625312090E-1,-1.461575031E0,-1.576671600E-1
1.174359738E2,-2.502407432E-1,-1.522209644E0,-1.173496246E-2
1.174409738E2,1.201184690E-1,-1.574393272E0,8.346509933E-2
1.174459738E2,4.450634718E-1,-1.674750328E0,1.341786385E-1
1.174509738E2,6.862259507E-1,-1.803618908E0,9.414768219E-2
1.174559738E2,8.398126960E-1,-1.904685020E0,-4.644250870E-2
1.174609738E2,9.279087186E-1,-1.979298592E0,-1.826877594E-1
1.174659738E2,9.166468978E-1,-2.041457176E0,-3.085641861E-1
1.174709738E2,8.684827089E-1,-2.121465206E0,-4.860246181E-1
1.174759738E2,7.292045951E-1,-2.201663971E0,-7.423582077E-1
1.174809738E2,4.966229200E-1,-2.228702545E0,-9.108753204E-1
1.174859738E2,2.505993247E-1,-2.240578651E0,-9.845056534E-1
1.174909738E2,2.531054802E-2,-2.284544468E0,-1.068099976E0
1.174959738E2,-1.435018480E-1,-2.349441051E0,-1.121012449E0
1.175009738E2,-2.827967405E-1,-2.362847805E0,-1.193135262E0
1.175059738E2,-3.142190874E-1,-2.393674374E0,-1.285676479E0
1.175109738E2,-3.340306878E-1,-2.401968002E0,-1.414879322E0
1.175159738E2,-2.682288885E-1,-2.402826309E0,-1.493675470E0
1.175209738E2,-1.668475866E-1,-2.419787884E0,-1.516002655E0
1.175259738E2,-3.179289028E-2,-2.455807686E0,-1.469840527E0
1.175309738E2,6.832653284E-2,-2.491965294E0,-1.389495373E0
1.175359738E2,3.504123166E-2,-2.516412258E0,-1.286650181E0
1.175409738E2,-1.641729102E-2,-2.478810787E0,-1.179209232E0
1.175459738E2,-3.065482900E-2,-2.471485138E0,-1.105611563E0
1.175509738E2,-3.786898032E-2,-2.501684189E0,-1.100039482E0
1.175559738E2,-7.671620697E-4,-2.464060307E0,-1.214222908E0
1.175609738E2,9.799130261E-2,-2.343858242E0,-1.412867785E0
1.175659738E2,2.189143002E-1,-2.212002754E0,-1.669293165E0
1.175709738E2,3.390379548E-1,-2.139853477E0,-1.982402325E0
1.175759738E2,4.189696908E-1,-2.029525280E0,-2.334610462E0
1.175809738E2,4.427329898E-1,-1.898984432E0,-2.689332962E0
1.175859738E2,5.085710883E-1,-1.774623871E0,-2.997925043E0
1.175909738E2,5.834203959E-1,-1.649913788E0,-3.155002117E0
1.175959738E2,5.484812856E-1,-1.459667206E0,-3.174911022E0
1.176009738E2,3.518972099E-1,-1.259296894E0,-3.088927984E0
1.176059738E2,1.423643231E-1,-1.045369148E0,-2.937300682E0
1.176109738E2,-6.653604656E-2,-8.477344513E-1,-2.678690910E0
1.176159738E2,-2.793050110E-1,-6.731748581E-1,-2.341697454E0
